"SECONDS";"PID";"VALUE";"UNITS";
"36770.1576753";"Motordrehzahl x1000";"4.2";"rpm";
"36770.1576753";"Zündzeitpunkt";"47";"°";
"36770.3528532";"Abs. Drosselklappenstellung";"22.745098039215687";"%";
"36770.3528532";"Eingangsspannung Steuergerät";"14.218";"V";
"36770.3528532";"Gaspedalstellung D";"29.41176470588235";"%";
"36770.3528532";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"36770.3528532";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36770.3528532";"Motordrehzahl";"4281";"rpm";
"36770.3528532";"Motordrehzahl x1000";"4.3";"rpm";
"36770.3528532";"Zündzeitpunkt";"41";"°";
"36770.6988424";"Abs. Drosselklappenstellung";"26.666666666666668";"%";
"36770.6988424";"Eingangsspannung Steuergerät";"14.296";"V";
"36770.6988424";"Gaspedalstellung D";"39.21568627450981";"%";
"36770.6988424";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36770.6988424";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.21";"V";
"36770.6988424";"Motordrehzahl";"4394";"rpm";
"36770.6988424";"Motordrehzahl x1000";"4.4";"rpm";
"36770.6988424";"Zündzeitpunkt";"34";"°";
"36770.8646029";"Abs. Drosselklappenstellung";"30.58823529411765";"%";
"36770.8646029";"Eingangsspannung Steuergerät";"14.218";"V";
"36770.8646029";"Gaspedalstellung D";"47.05882352941177";"%";
"36770.8646029";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"36770.8646029";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36770.8646029";"Motordrehzahl";"4503";"rpm";
"36770.8646029";"Motordrehzahl x1000";"4.5";"rpm";
"36770.8646029";"Zündzeitpunkt";"33";"°";
"36771.0173038";"Abs. Drosselklappenstellung";"32.549019607843135";"%";
"36771.0173038";"Eingangsspannung Steuergerät";"14.218";"V";
"36771.0173038";"Gaspedalstellung D";"52.549019607843135";"%";
"36771.0173038";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36771.0173038";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36771.0173038";"Motordrehzahl";"4560";"rpm";
"36771.0173038";"Motordrehzahl x1000";"4.6";"rpm";
"36771.0173038";"Zündzeitpunkt";"32";"°";
"36771.1973568";"Abs. Drosselklappenstellung";"33.72549019607843";"%";
"36771.1973568";"Eingangsspannung Steuergerät";"14.218";"V";
"36771.1973568";"Gaspedalstellung D";"54.11764705882353";"%";
"36771.1973568";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36771.1973568";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36771.1973568";"Motordrehzahl";"4605";"rpm";
"36771.1973568";"Motordrehzahl x1000";"4.6";"rpm";
"36771.1973568";"Zündzeitpunkt";"31";"°";
"36771.3666656";"Abs. Drosselklappenstellung";"33.72549019607843";"%";
"36771.3666656";"Eingangsspannung Steuergerät";"14.296";"V";
"36771.3666656";"Gaspedalstellung D";"53.72549019607843";"%";
"36771.3666656";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36771.3666656";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36771.3666656";"Motordrehzahl";"4715";"rpm";
"36771.3666656";"Motordrehzahl x1000";"4.7";"rpm";
"36771.3666656";"Zündzeitpunkt";"31";"°";
"36771.5423056";"Abs. Drosselklappenstellung";"32.15686274509804";"%";
"36771.5423056";"Eingangsspannung Steuergerät";"14.296";"V";
"36771.5423056";"Gaspedalstellung D";"50.588235294117645";"%";
"36771.5423056";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36771.5423056";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36771.5423056";"Motordrehzahl";"4794";"rpm";
"36771.5423056";"Motordrehzahl x1000";"4.8";"rpm";
"36771.5423056";"Zündzeitpunkt";"32";"°";
"36771.9052893";"Abs. Drosselklappenstellung";"30.980392156862745";"%";
"36771.9052893";"Eingangsspannung Steuergerät";"14.296";"V";
"36771.9052893";"Gaspedalstellung D";"49.01960784313726";"%";
"36771.9052893";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36771.9052893";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36771.9052893";"Motordrehzahl";"4912";"rpm";
"36771.9052893";"Motordrehzahl x1000";"4.9";"rpm";
"36771.9052893";"Zündzeitpunkt";"32";"°";
"36772.1409636";"Abs. Drosselklappenstellung";"30.19607843137255";"%";
"36772.1409636";"Eingangsspannung Steuergerät";"14.296";"V";
"36772.1409636";"Gaspedalstellung D";"47.450980392156865";"%";
"36772.1409636";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36772.1409636";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36772.1409636";"Motordrehzahl";"5003";"rpm";
"36772.1409636";"Motordrehzahl x1000";"5";"rpm";
"36772.1409636";"Zündzeitpunkt";"33";"°";
"36772.3223154";"Abs. Drosselklappenstellung";"29.80392156862745";"%";
"36772.3223154";"Eingangsspannung Steuergerät";"14.218";"V";
"36772.3223154";"Gaspedalstellung D";"46.666666666666664";"%";
"36772.3223154";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36772.3223154";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36772.3223154";"Motordrehzahl";"5041";"rpm";
"36772.3223154";"Motordrehzahl x1000";"5";"rpm";
"36772.3223154";"Zündzeitpunkt";"34";"°";
"36772.486083";"Abs. Drosselklappenstellung";"29.80392156862745";"%";
"36772.486083";"Eingangsspannung Steuergerät";"14.218";"V";
"36772.486083";"Gaspedalstellung D";"47.05882352941177";"%";
"36772.486083";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36772.486083";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36772.486083";"Motordrehzahl";"5056";"rpm";
"36772.486083";"Motordrehzahl x1000";"5.1";"rpm";
"36772.486083";"Zündzeitpunkt";"34";"°";
"36772.6739521";"Abs. Drosselklappenstellung";"29.80392156862745";"%";
"36772.6739521";"Eingangsspannung Steuergerät";"14.218";"V";
"36772.6739521";"Gaspedalstellung D";"47.05882352941177";"%";
"36772.6739521";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36772.6739521";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36772.6739521";"Motordrehzahl";"5066";"rpm";
"36772.6739521";"Motordrehzahl x1000";"5.1";"rpm";
"36772.6739521";"Zündzeitpunkt";"34";"°";
"36772.864256";"Abs. Drosselklappenstellung";"29.80392156862745";"%";
"36772.864256";"Eingangsspannung Steuergerät";"14.218";"V";
"36772.864256";"Gaspedalstellung D";"47.05882352941177";"%";
"36772.864256";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36772.864256";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36772.864256";"Motordrehzahl";"5089";"rpm";
"36772.864256";"Motordrehzahl x1000";"5.1";"rpm";
"36772.864256";"Zündzeitpunkt";"34";"°";
"36773.1096706";"Abs. Drosselklappenstellung";"29.80392156862745";"%";
"36773.1096706";"Eingangsspannung Steuergerät";"14.296";"V";
"36773.1096706";"Gaspedalstellung D";"47.05882352941177";"%";
"36773.1096706";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36773.1096706";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.68";"V";
"36773.1096706";"Motordrehzahl";"5140";"rpm";
"36773.1096706";"Motordrehzahl x1000";"5.1";"rpm";
"36773.1096706";"Zündzeitpunkt";"34";"°";
"36773.3668408";"Abs. Drosselklappenstellung";"28.627450980392158";"%";
"36773.3668408";"Eingangsspannung Steuergerät";"14.296";"V";
"36773.3668408";"Gaspedalstellung D";"41.568627450980394";"%";
"36773.3668408";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36773.3668408";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.68";"V";
"36773.3668408";"Motordrehzahl";"5173";"rpm";
"36773.3668408";"Motordrehzahl x1000";"5.2";"rpm";
"36773.3668408";"Zündzeitpunkt";"36";"°";
"36773.5395246";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"36773.5395246";"Eingangsspannung Steuergerät";"14.296";"V";
"36773.5395246";"Gaspedalstellung D";"28.627450980392158";"%";
"36773.5395246";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36773.5395246";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36773.5395246";"Motordrehzahl";"5206";"rpm";
"36773.5395246";"Motordrehzahl x1000";"5.2";"rpm";
"36773.5395246";"Zündzeitpunkt";"46";"°";
"36773.7133408";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36773.7133408";"Eingangsspannung Steuergerät";"14.296";"V";
"36773.7133408";"Gaspedalstellung D";"24.313725490196077";"%";
"36773.7133408";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36773.7133408";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.505";"V";
"36773.7133408";"Motordrehzahl";"5232";"rpm";
"36773.7133408";"Motordrehzahl x1000";"5.2";"rpm";
"36773.7133408";"Zündzeitpunkt";"50";"°";
"36773.8936524";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36773.8936524";"Eingangsspannung Steuergerät";"14.218";"V";
"36773.8936524";"Gaspedalstellung D";"23.529411764705884";"%";
"36773.8936524";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36773.8936524";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36773.8936524";"Motordrehzahl";"5216";"rpm";
"36773.8936524";"Motordrehzahl x1000";"5.2";"rpm";
"36773.8936524";"Zündzeitpunkt";"50";"°";
"36774.060914";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36774.060914";"Eingangsspannung Steuergerät";"14.296";"V";
"36774.060914";"Gaspedalstellung D";"23.137254901960784";"%";
"36774.060914";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36774.060914";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.625";"V";
"36774.060914";"Motordrehzahl";"5196";"rpm";
"36774.060914";"Motordrehzahl x1000";"5.2";"rpm";
"36774.060914";"Zündzeitpunkt";"50";"°";
"36774.3842992";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36774.3842992";"Eingangsspannung Steuergerät";"14.296";"V";
"36774.3842992";"Gaspedalstellung D";"21.568627450980394";"%";
"36774.3842992";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36774.3842992";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.23";"V";
"36774.3842992";"Motordrehzahl";"5230";"rpm";
"36774.3842992";"Motordrehzahl x1000";"5.2";"rpm";
"36774.3842992";"Zündzeitpunkt";"50";"°";
"36774.5695065";"Abs. Drosselklappenstellung";"20.392156862745097";"%";
"36774.5695065";"Eingangsspannung Steuergerät";"14.296";"V";
"36774.5695065";"Gaspedalstellung D";"21.176470588235293";"%";
"36774.5695065";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36774.5695065";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36774.5695065";"Motordrehzahl";"5199";"rpm";
"36774.5695065";"Motordrehzahl x1000";"5.2";"rpm";
"36774.5695065";"Zündzeitpunkt";"50";"°";
"36774.8425432";"Abs. Drosselklappenstellung";"20";"%";
"36774.8425432";"Eingangsspannung Steuergerät";"14.296";"V";
"36774.8425432";"Gaspedalstellung D";"20";"%";
"36774.8425432";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36774.8425432";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36774.8425432";"Motordrehzahl";"5219";"rpm";
"36774.8425432";"Motordrehzahl x1000";"5.2";"rpm";
"36774.8425432";"Zündzeitpunkt";"50";"°";
"36775.0144008";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36775.0144008";"Eingangsspannung Steuergerät";"14.218";"V";
"36775.0144008";"Gaspedalstellung D";"19.215686274509803";"%";
"36775.0144008";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36775.0144008";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36775.0144008";"Motordrehzahl";"5192";"rpm";
"36775.0144008";"Motordrehzahl x1000";"5.2";"rpm";
"36775.0144008";"Zündzeitpunkt";"50";"°";
"36775.1813494";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36775.1813494";"Eingangsspannung Steuergerät";"14.296";"V";
"36775.1813494";"Gaspedalstellung D";"20";"%";
"36775.1813494";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36775.1813494";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36775.1813494";"Motordrehzahl";"5157";"rpm";
"36775.1813494";"Motordrehzahl x1000";"5.2";"rpm";
"36775.1813494";"Zündzeitpunkt";"50";"°";
"36775.3848542";"Abs. Drosselklappenstellung";"20";"%";
"36775.3848542";"Eingangsspannung Steuergerät";"14.218";"V";
"36775.3848542";"Gaspedalstellung D";"22.352941176470587";"%";
"36775.3848542";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36775.3848542";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36775.3848542";"Motordrehzahl";"5187";"rpm";
"36775.3848542";"Motordrehzahl x1000";"5.2";"rpm";
"36775.3848542";"Zündzeitpunkt";"50";"°";
"36775.6931815";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"36775.6931815";"Eingangsspannung Steuergerät";"14.296";"V";
"36775.6931815";"Gaspedalstellung D";"32.549019607843135";"%";
"36775.6931815";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36775.6931815";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36775.6931815";"Motordrehzahl";"5287";"rpm";
"36775.6931815";"Motordrehzahl x1000";"5.3";"rpm";
"36775.6931815";"Zündzeitpunkt";"46";"°";
"36775.8783566";"Abs. Drosselklappenstellung";"25.49019607843137";"%";
"36775.8783566";"Eingangsspannung Steuergerät";"14.218";"V";
"36775.8783566";"Gaspedalstellung D";"37.64705882352941";"%";
"36775.8783566";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36775.8783566";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36775.8783566";"Motordrehzahl";"5336";"rpm";
"36775.8783566";"Motordrehzahl x1000";"5.3";"rpm";
"36775.8783566";"Zündzeitpunkt";"44";"°";
"36776.1090336";"Abs. Drosselklappenstellung";"30.58823529411765";"%";
"36776.1090336";"Eingangsspannung Steuergerät";"14.296";"V";
"36776.1090336";"Gaspedalstellung D";"52.15686274509804";"%";
"36776.1090336";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36776.1090336";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36776.1090336";"Motordrehzahl";"5440";"rpm";
"36776.1090336";"Motordrehzahl x1000";"5.4";"rpm";
"36776.1090336";"Zündzeitpunkt";"36";"°";
"36776.2862639";"Abs. Drosselklappenstellung";"32.549019607843135";"%";
"36776.2862639";"Eingangsspannung Steuergerät";"14.218";"V";
"36776.2862639";"Gaspedalstellung D";"54.509803921568626";"%";
"36776.2862639";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36776.2862639";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36776.2862639";"Motordrehzahl";"5437";"rpm";
"36776.2862639";"Motordrehzahl x1000";"5.4";"rpm";
"36776.2862639";"Zündzeitpunkt";"33";"°";
"36776.469686";"Abs. Drosselklappenstellung";"32.549019607843135";"%";
"36776.469686";"Eingangsspannung Steuergerät";"14.218";"V";
"36776.469686";"Gaspedalstellung D";"54.509803921568626";"%";
"36776.469686";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36776.469686";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.72";"V";
"36776.469686";"Motordrehzahl";"5479";"rpm";
"36776.469686";"Motordrehzahl x1000";"5.5";"rpm";
"36776.469686";"Zündzeitpunkt";"33";"°";
"36776.661121";"Abs. Drosselklappenstellung";"32.15686274509804";"%";
"36776.661121";"Eingangsspannung Steuergerät";"14.218";"V";
"36776.661121";"Gaspedalstellung D";"53.72549019607843";"%";
"36776.661121";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36776.661121";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.625";"V";
"36776.661121";"Motordrehzahl";"5521";"rpm";
"36776.661121";"Motordrehzahl x1000";"5.5";"rpm";
"36776.661121";"Zündzeitpunkt";"33";"°";
"36776.9928177";"Abs. Drosselklappenstellung";"29.019607843137255";"%";
"36776.9928177";"Eingangsspannung Steuergerät";"14.296";"V";
"36776.9928177";"Gaspedalstellung D";"42.745098039215684";"%";
"36776.9928177";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36776.9928177";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36776.9928177";"Motordrehzahl";"5537";"rpm";
"36776.9928177";"Motordrehzahl x1000";"5.5";"rpm";
"36776.9928177";"Zündzeitpunkt";"38";"°";
"36777.1702968";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"36777.1702968";"Eingangsspannung Steuergerät";"14.296";"V";
"36777.1702968";"Gaspedalstellung D";"30.58823529411765";"%";
"36777.1702968";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36777.1702968";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36777.1702968";"Motordrehzahl";"5485";"rpm";
"36777.1702968";"Motordrehzahl x1000";"5.5";"rpm";
"36777.1702968";"Zündzeitpunkt";"45";"°";
"36777.355066";"Abs. Drosselklappenstellung";"22.352941176470587";"%";
"36777.355066";"Eingangsspannung Steuergerät";"14.296";"V";
"36777.355066";"Gaspedalstellung D";"23.92156862745098";"%";
"36777.355066";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36777.355066";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.5650000000000001";"V";
"36777.355066";"Motordrehzahl";"5539";"rpm";
"36777.355066";"Motordrehzahl x1000";"5.5";"rpm";
"36777.355066";"Zündzeitpunkt";"49";"°";
"36777.6734266";"Abs. Drosselklappenstellung";"17.254901960784313";"%";
"36777.6734266";"Eingangsspannung Steuergerät";"14.296";"V";
"36777.6734266";"Gaspedalstellung D";"16.470588235294116";"%";
"36777.6734266";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36777.6734266";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36777.6734266";"Motordrehzahl";"5252";"rpm";
"36777.6734266";"Motordrehzahl x1000";"5.3";"rpm";
"36777.6734266";"Zündzeitpunkt";"49";"°";
"36777.8447175";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36777.8447175";"Eingangsspannung Steuergerät";"14.296";"V";
"36777.8447175";"Gaspedalstellung D";"12.549019607843137";"%";
"36777.8447175";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36777.8447175";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.035";"V";
"36777.8447175";"Motordrehzahl";"5284";"rpm";
"36777.8447175";"Motordrehzahl x1000";"5.3";"rpm";
"36777.8447175";"Zündzeitpunkt";"47";"°";
"36778.0056044";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36778.0056044";"Eingangsspannung Steuergerät";"14.296";"V";
"36778.0056044";"Gaspedalstellung D";"12.549019607843137";"%";
"36778.0056044";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36778.0056044";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36778.0056044";"Motordrehzahl";"5273";"rpm";
"36778.0056044";"Motordrehzahl x1000";"5.3";"rpm";
"36778.0056044";"Zündzeitpunkt";"44";"°";
"36778.2945801";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36778.2945801";"Eingangsspannung Steuergerät";"14.296";"V";
"36778.2945801";"Gaspedalstellung D";"12.549019607843137";"%";
"36778.2945801";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36778.2945801";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36778.2945801";"Motordrehzahl";"5095";"rpm";
"36778.2945801";"Motordrehzahl x1000";"5.1";"rpm";
"36778.2945801";"Zündzeitpunkt";"47";"°";
"36778.4694862";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36778.4694862";"Eingangsspannung Steuergerät";"14.296";"V";
"36778.4694862";"Gaspedalstellung D";"12.549019607843137";"%";
"36778.4694862";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36778.4694862";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36778.4694862";"Motordrehzahl";"5026";"rpm";
"36778.4694862";"Motordrehzahl x1000";"5";"rpm";
"36778.4694862";"Zündzeitpunkt";"47";"°";
"36778.6280666";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36778.6280666";"Eingangsspannung Steuergerät";"14.296";"V";
"36778.6280666";"Gaspedalstellung D";"12.549019607843137";"%";
"36778.6280666";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36778.6280666";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36778.6280666";"Motordrehzahl";"4943";"rpm";
"36778.6280666";"Motordrehzahl x1000";"4.9";"rpm";
"36778.6280666";"Zündzeitpunkt";"47";"°";
"36778.8630389";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36778.8630389";"Eingangsspannung Steuergerät";"14.296";"V";
"36778.8630389";"Gaspedalstellung D";"12.549019607843137";"%";
"36778.8630389";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36778.8630389";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36778.8630389";"Motordrehzahl";"4847";"rpm";
"36778.8630389";"Motordrehzahl x1000";"4.8";"rpm";
"36778.8630389";"Zündzeitpunkt";"47";"°";
"36779.0689579";"Abs. Drosselklappenstellung";"16.862745098039216";"%";
"36779.0689579";"Eingangsspannung Steuergerät";"14.296";"V";
"36779.0689579";"Gaspedalstellung D";"18.823529411764707";"%";
"36779.0689579";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36779.0689579";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36779.0689579";"Motordrehzahl";"4731";"rpm";
"36779.0689579";"Motordrehzahl x1000";"4.7";"rpm";
"36779.0689579";"Zündzeitpunkt";"41";"°";
"36779.24548";"Abs. Drosselklappenstellung";"20.784313725490197";"%";
"36779.24548";"Eingangsspannung Steuergerät";"14.296";"V";
"36779.24548";"Gaspedalstellung D";"23.137254901960784";"%";
"36779.24548";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36779.24548";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36779.24548";"Motordrehzahl";"4839";"rpm";
"36779.24548";"Motordrehzahl x1000";"4.8";"rpm";
